Lat,Long,name,Stage,Icon,MW
51.71805556,0.921388889,Bradwell on Sea,Consented,measle_turquoise,
56.27611111,-4.0625,Braes O Doune,Operational,small_red,72
52.96166667,-3.467777778,Braich Ddu Farm,Operational,small_red,3.9
55.87583333,-4.009444444,Braiden Hill,Operational,small_red,0.8
55.15888889,-4.864444444,Breaker Hill,In planning,measle_grey,
52.00944444,-4.079722222,Brechfa Forest East,In planning,measle_grey,
51.97194444,-4.206666667,Brechfa Forest West,In planning,measle_grey,
51.50277778,-2.698888889,Bristol Port Wind Park Ext,In planning,measle_grey,
51.51111111,-2.710277778,Bristol Port Wind Park Ltd,Operational,small_red,6
51.51055556,-2.674444444,Bristol Sewage Treatment Works,Consented,measle_turquoise,
54.93333333,-6.738055556,Brockaghboy,In planning,measle_grey,
55.86166667,-2.298611111,Brockholes,In planning,measle_grey,
54.88527778,-1.837777778,Broom Hill (includes Sunnyside),Operational,small_red,8
57.57972222,-3.793888889,Broombank Farm,In planning,measle_grey,
55.74138889,-2.583888889,Brunta Hill,In planning,measle_grey,
52.00861111,-4.165555556,Bryn Llewlyn,In planning,measle_grey,
52.3675,-3.564166667,Bryn Titli,Operational,small_red,9.9
52.39861111,-3.255277778,Bryngydfa,In planning,measle_grey,
59.08305556,-2.664722222,Bu Farm,Operational,small_red,2.7
54.35638889,-1.385833333,Bullamoor,Consented,measle_turquoise,
53.48333333,-3.183333333,Burbo Bank,Operational,small_red,90
59.11972222,-3.121388889,Burgar Hill,Consented,measle_turquoise,
59.12027778,-3.145833333,Burgar Hill,Operational,small_red,5
59.12027778,-3.152777778,Burgar Hill,Operational,small_red,2.3
59.10944444,-3.140277778,Burgar Hill,Operational,small_red,3.5
58.35777778,-3.2225,Burn of Whilk,Consented,measle_turquoise,
56.21138889,-3.766944444,Burnfoot Hill,Operational,small_red,26
56.21666667,-3.776944444,Burnfoot Hill Ext,In planning,measle_grey,
57.5275,-2.383055556,Burnside of Idoch,In planning,measle_grey,
31.0875,41.10972222,Burntwood Sewage Treatment Works,In planning,measle_grey,
60.16472222,-1.236111111,Burradale Phase 1,Operational,small_red,1.98
60.16472222,-1.236111111,Burradale Phase 2,Operational,small_red,1.7
53.74916667,-0.114444444,Burton Pidsea Wind Farm,Consented,measle_turquoise,
52.35333333,-0.656388889,Burton Wold South,In planning,measle_grey,
52.35638889,-0.650555556,Burton Wold Wind Farm,Operational,small_red,20
52.36361111,-0.662222222,Burton Wold Wind Farm Extension,Consented,measle_turquoise,
54.67083333,-1.393333333,Butterwick Moor,Operational,small_red,18.8
57.46555556,-2.908888889,Cairnborrow,In planning,measle_grey,
57.52888889,-2.293888889,Cairncake Farm,In planning,measle_grey,
57.55694444,-2.371666667,Cairnhill,Operational,small_red,2.4
57.56722222,-2.379166667,Cairnhill Ext,In planning,measle_grey,
57.31,-2.821666667,Cairnmore Ext,In planning,measle_grey,
57.30833333,-2.825,Cairnmore Farm,Operational,small_red,2.55
55.83222222,-3.998333333,Calcarb Factory,In planning,measle_grey,
55.6375,-4.211944444,Calder Water Community windfarm,Consented,measle_turquoise,
54.43833333,-8.008333333,Callagheen,Operational,small_red,16.9
56.56638889,-3.833888889,Calliachar resubmission,Consented,measle_turquoise,
58.40361111,-3.295,Camster,Under construction,small_blue,
54.54888889,-6.948333333,Cappagh,In planning,measle_grey,
55.76166667,-3.013611111,Carcant,Operational,small_red,6
54.96361111,-6.638888889,Carhill Wind Turbine,Operational,small_red,0.23
50.35138889,-5.03,Carland Cross,Operational,small_red,6
50.35138889,-5.040555556,Carland Cross Repowering,Consented,measle_turquoise,
54.7225,-5.916944444,Carn Hill,Consented,measle_turquoise,
54.53333333,-0.995833333,Carnaby,Consented,measle_turquoise,
52.68083333,-3.570277778,Carnedd Wen,In planning,measle_grey,
52.55055556,-3.600277778,Carno A &amp; B,Operational,small_red,33.6
52.56444444,-3.602222222,Carno Extension (Carno 2),Operational,small_red,15.6
52.53305556,-3.593611111,Carno Wind Farm Extension - Phase III,In planning,measle_grey,
56.68472222,-3.126944444,Carrach,In planning,measle_grey,
56.43333333,-5.237222222,Carraig Gheal (Loch Awe),Consented,measle_turquoise,
53.08583333,-1.631944444,Carsington Pasture,Consented,measle_turquoise,
57.55027778,-2.3725,Castle of Auchry,Consented,measle_turquoise,
51.72305556,-5.008611111,Castle Pill  Farm - repowering,Operational,small_red,3.2
55.04166667,-7.180555556,Castlecraig,In planning,measle_grey,
54.06083333,-2.656944444,Caton Moor Repowering,Operational,small_red,16
53.42388889,-2.622777778,Causeway Bridges Farm,Consented,measle_turquoise,
53.76361111,-2.181388889,Causewayside Farm,In planning,measle_grey,
58.42944444,-3.508611111,Causeymire,Operational,small_red,48.3
58.42944444,-3.508611111,Causeymire Extension,Consented,measle_turquoise,
52.405,-3.750833333,Cefn Croes (inc Devils Bridge),Operational,small_red,58.5
52.64388889,-3.679166667,Cemmaes,Operational,small_red,15.3
52.66083333,-3.655555556,Cemmaes 3,In planning,measle_grey,
53.49972222,-1.6125,Chapel Farm,In planning,measle_grey,
53.95944444,-1.908611111,Chelker Reservoir,Operational,small_red,1.2
51.95111111,-1.198055556,Cherwell Valley Services,Consented,measle_turquoise,
52.85583333,0.688333333,Chiplow,In planning,measle_grey,
57.375,-2.932777778,Clashindarroch re-submission,Consented,measle_turquoise,
56.25555556,-3.062777778,Clatto Farm,In planning,measle_grey,
57.58944444,-2.066944444,Clayfords Farm,Consented,measle_turquoise,
56.10916667,-3.247222222,Clentrie Farm,In planning,measle_grey,
56.93861111,-2.303888889,Clochnahill,Consented,measle_turquoise,
54.96805556,-7.312777778,Clondermot,Consented,measle_turquoise,
55.15611111,-6.487222222,Cloonty,In planning,measle_grey,
55.49194444,-3.539722222,Clyde Extension,In planning,measle_grey,
55.46722222,-3.654444444,Clyde Wind Farm (North & Central),Under construction,small_blue,
53.74861111,-2.1675,Coal Clough,Operational,small_red,9.6
53.74861111,-2.1675,Coal Clough Repowering,In planning,measle_grey,
50.63722222,-4.518611111,Cold Northcott,Operational,small_red,6.3
52.57472222,-0.145833333,Coldham,Operational,small_red,14
52.59694444,-1.945277778,College Farm,In planning,measle_grey,
54.77777778,-6.178055556,Corby Knowe,In planning,measle_grey,
55.03333333,-6.256666667,Corkey,Operational,small_red,5
57.31361111,-4.895833333,Corriegarth Estate,Consented,measle_turquoise,
57.66444444,-4.778611111,Corriemoillie - resubmission,Consented,measle_turquoise,
57.33305556,-4.6725,Corrimony,Consented,measle_turquoise,
55.69944444,-2.634722222,Corsbie Moor,In planning,measle_grey,
56.53638889,-2.656111111,Corse Hill,In planning,measle_grey,
52.25944444,-0.201666667,Cotton Farm,Consented,measle_turquoise,
53.07583333,-1.304444444,Coultas Farm,Operational,small_red,0.33
55.67083333,-5.516944444,Cour,In planning,measle_grey,
55.64777778,-4.344444444,Cowans Law,In planning,measle_grey,
57.39277778,-2.424166667,Cowhill,Operational,small_red,0.8
55.21277778,-3.109444444,Craig Wind Farm,Operational,small_red,10
56.05527778,-4.050555556,Craigengelt Hill,Operational,small_red,20
54.61194444,-6.969722222,Cregganconroe,Consented,measle_turquoise,
54.64083333,-7.783888889,Crighshane Ext,In planning,measle_grey,
50.90777778,-4.493333333,Crimp,Operational,small_red,2.4
54.51916667,-7.030277778,Crockbaravally,Consented,measle_turquoise,
54.61416667,-6.954166667,Crockbrack,In planning,measle_grey,
24.08333333,-36.08333333,Crocknamona,In planning,measle_grey,
53.76194444,-0.332777778,Croda Chemicals Europe Hull Site,Operational,small_red,2
53.68361111,-2.131111111,Crook Hill (Rochdale app),Consented,measle_turquoise,
53.68361111,-2.131111111,Crook Hill Resubmission (Rochdale app),Consented,measle_turquoise,
53.67194444,-2.108888889,Crook Hilll reubmission (Calderdale),Consented,measle_turquoise,
51.00166667,-3.691388889,Cross Moor,In planning,measle_grey,
58.99777778,-2.985,Crowness Business Park (Site 3),Consented,measle_turquoise,
56.04,-5.156111111,Cruach Mhor,Operational,small_red,29.75
55.895,-2.513055556,Crystal Rig,Operational,small_red,50
55.895,-2.513055556,Crystal Rig 1a,Operational,small_red,12.5
55.90666667,-2.551666667,Crystal Rig 2 (extension),Operational,small_red,117.3
55.90416667,-2.543888889,Crystal Rig 2a (aka Ila Project),Operational,small_red,20.7
54.56805556,-7.505833333,Curraghamulkin,In planning,measle_grey,
54.93111111,-7.306388889,Curryfree,Operational,small_red,15
51.52166667,0.150555556,Dagenham,Operational,small_red,3.6
51.52166667,0.150555556,Dagenham II,Operational,small_red,2.3
52.80527778,-1.033611111,Dalby,Consented,measle_turquoise,
55.17027778,-3.673611111,"Dalswinton, Pennyland Moor",Operational,small_red,30
57.41111111,-4.131388889,Daviot,In planning,measle_grey,
53.5625,-1.704166667,Dearne Head,In planning,measle_grey,
52.73277778,-0.216944444,Deeping St Nicholas,Operational,small_red,16
50.63722222,-4.704166667,Delabole Repowering,Operational,small_red,9.2
50.79777778,-3.895555556,Den Brook,Consented,measle_turquoise,
50.46583333,-4.961388889,Denzell Downs (Bears Down ext),Consented,measle_turquoise,
52.91,-1.418611111,Derby Sewage Treatment Works,In planning,measle_grey,
55.32416667,-4.396944444,Dersalloch,In planning,measle_grey,
53.03611111,-3.448055556,Derwydd Bach,Consented,measle_turquoise,
55.62888889,-5.559722222,Deucheran Hill,Operational,small_red,15
53.88833333,-2.786388889,Dewlay Cheese,Operational,small_red,2
53.20222222,0.759444444,Docking Shoal,In planning,measle_grey,
54.97527778,-3.796944444,Doon Hill,In planning,measle_grey,
57.35111111,-3.131111111,Dorenell - originally known as Scaut Hill Wind Farm,Consented,measle_turquoise,
55.89777778,-2.261944444,Drone Hill,Under construction,small_blue,
56.91555556,-2.38,Droop Hill,In planning,measle_grey,
54.79111111,-6.050277778,Drumadarragh,In planning,measle_grey,
56.67944444,-3.356388889,Drumderg,Operational,small_red,36.8
56.93583333,-2.381111111,Drumlithie Feed Mill,Consented,measle_turquoise,
57.40916667,-2.731388889,Dummuie,Operational,small_red,12.25
55.8075,-2.860277778,Dun Law,Operational,small_red,17.16
55.8075,-2.860277778,Dun Law extension,Operational,small_red,29.75
23.12055556,-37.42416667,Dunaree Hill,In planning,measle_grey,
55.975,-2.438055556,Dunbar,In planning,measle_grey,
58.25888889,-3.501388889,Dunbeath,In planning,measle_grey,
55.08666667,-6.817777778,Dunbeg,Consented,measle_turquoise,
56.47777778,-3.045277778,Dundee Cold Stores Ltd,Consented,measle_turquoise,
55.60111111,-4.076944444,Dungavel Hill wind farm,Consented,measle_turquoise,
57.32944444,-4.310277778,Dunmaglass,Consented,measle_turquoise,
55.09777778,-6.8325,Dunmore,Consented,measle_turquoise,
51.86916667,-4.556944444,Dyffryn Brodyn,Operational,small_red,5.5
51.81055556,1.111666667,Earls Hall Farm,Consented,measle_turquoise,
56.08333333,-4.083333333,Earlsburn,Operational,small_red,37.5
56.08333333,-4.083333333,Earlsburn extension,Consented,measle_turquoise,
56.17416667,-3.103888889,Earlseat,Consented,measle_turquoise,
55.43111111,-3.452222222,Earlshaugh,In planning,measle_grey,
54.14611111,-0.576666667,East Heslerton,In planning,measle_grey,
55.74222222,-4.16,East Kilbride,Operational,small_red,0.6
57.21,-2.370555556,East Leylodge,In planning,measle_grey,
52.82555556,-1.341111111,East Midlands Airport,Operational,small_red,0.45
54.66416667,-3.5425,Eastman (Voridian),Operational,small_red,4
52.5875,-3.490833333,ECOCAS (Esgair Cwmowen Central and South,In planning,measle_grey,
52.65638889,0.685277778,Ecotech Centre,Operational,small_red,1.5
57.42916667,-6.421666667,Edinbane,Operational,small_red,41.4
57.55,-1.854722222,Ednie Farm,Operational,small_red,0.8
57.5525,-1.856388889,Ednie Farm II,In planning,measle_grey,
54.86722222,-6.178333333,Elginny Hill,In planning,measle_grey,
54.85,-6.06,Elliots Hill,Operational,small_red,5
53.97055556,-0.368333333,Elm Tree Farm,In planning,measle_grey,
56.49916667,-2.846944444,Ethiebeaton Farm,In planning,measle_grey,
55.17666667,-3.124166667,Ewe Hill,In planning,measle_grey,
55.17666667,-3.124166667,Ewe Hill (first 6 turbines),Consented,measle_turquoise,
52.32777778,1.124166667,Eye Airfield 2nd resubmission,In planning,measle_grey,
57.52972222,-4.646388889,Fairburn Estate,Operational,small_red,40
54.57361111,-3.525277778,Fairfield Farm,Operational,small_red,6.5
55.82694444,-2.663888889,Fallago Rig,Under construction,small_blue,
54.0525,-2.878333333,Fanny House Farm,In planning,measle_grey,
57.325,-4.094166667,Farr Windfarm,Operational,small_red,92
56.26694444,-3.9025,Feddal Farm,Consented,measle_turquoise,
53.42555556,-8.14E-02,Fen Farm Re-submission,Operational,small_red,16
51.65833333,-3.461944444,Ferndale,Operational,small_red,6.4
51.99805556,-1.358888889,Fewcott,Consented,measle_turquoise,
52.61694444,-3.723611111,Fferm Wynt Llaithddu,In planning,measle_grey,
51.59944444,-3.491388889,Fforch Nest Wind Farm pt1,Consented,measle_turquoise,
51.59944444,-3.491388889,Fforch Nest Wind Farm pt2,Consented,measle_turquoise,
51.67777778,-3.671944444,Ffynnon Oer,Operational,small_red,32
57.65722222,-3.58,Findhorn Foundation,Operational,small_red,0.75
56.05,-4.216666667,Fintry (The FREE Turbine),Operational,small_red,2.5
54.68472222,-3.493611111,Flimby Wind Farm,Consented,measle_turquoise,
56.05222222,-3.445,FMC Technologies,Operational,small_red,1.5
51.75666667,-3.308055556,Fochriw Wind Energy Project,Consented,measle_turquoise,
56.88861111,-2.4125,Fordoun Sawmill Wind Turbine,In planning,measle_grey,
50.89416667,-4.415833333,Forestmoor,Operational,small_red,2.7
58.60777778,-3.6675,Forss,Operational,small_red,2.32
58.60777778,-3.669722222,Forss Ext,Operational,small_red,5.2
52.57222222,-8.61E-02,Foundry Way,Consented,measle_turquoise,
50.29166667,-5.145555556,Four Burrows,Operational,small_red,4.5
54.62694444,-1.4425,Foxton Lane,In planning,measle_grey,
56.21555556,-3.743611111,Frandy Hill (Burnfoot Ext),In planning,measle_grey,
52.66388889,0.101111111,French Farm,Consented,measle_turquoise,
51.14472222,-4.11,Fullabrook Down,Operational,small_red,66
54.21166667,-3.15,Furness (Harlock Hill Repowering),In planning,measle_grey,
51.50583333,-3.101944444,G24I,Operational,small_red,2.3
57.59138889,-2.421388889,Gairnieston Farm,Operational,small_red,2.3
59.2975,-2.988611111,Gallowhill,Consented,measle_turquoise,
53.8475,-0.721111111,Gallymoor Landfill Site,In planning,measle_grey,
50.92055556,-4.274166667,Galsworthy,Consented,measle_turquoise,
50.30444444,-4.883888889,Garlenick Estate,Consented,measle_turquoise,
52.40888889,-3.274166667,Garreg Lwyd Hill,In planning,measle_grey,
55.15305556,-6.454722222,Garves Mountain / Dunloy,Operational,small_red,15
53.36027778,0.1625,Gayton le Marsh,In planning,measle_grey,
52.83972222,-0.106666667,Gedney Marsh (Red House),Operational,small_red,12
55.66805556,-5.754444444,Gigha Community,Operational,small_red,0.675
55.66638889,-5.751111111,Gigha Community Wind farm Ext,In planning,measle_grey,
56.14555556,-3.863055556,Girnal Farm,In planning,measle_grey,
55.24694444,-4.850555556,Girvan Community Hospital,Operational,small_red,0.1
52.56833333,-0.111388889,Glass Moor,Operational,small_red,16
52.51166667,-9.94E-02,Glass Moor Ext,Consented,measle_turquoise,
54.54555556,-1.928888889,GlaxoSmithKline,Operational,small_red,0.5
56.70527778,-2.458333333,GlaxoSmithKline (Cobden Street Factory),In planning,measle_grey,
56.38027778,-5.369722222,Glen Lonan,In planning,measle_grey,
54.83555556,-6.835833333,Glenconway,Consented,measle_turquoise,
55.53916667,-3.458055556,Glenkerie Wind Farm,Under construction,small_blue,
57.42444444,-2.642777778,Glens of Foudland,Operational,small_red,26
55.77916667,-4.050555556,Glentaggart,In planning,measle_grey,
50.87833333,6.39E-02,Glyndebourne Opera House,Operational,small_red,0.9
53.66583333,-0.890555556,Goole Fields,Consented,measle_turquoise,
53.70444444,-0.874444444,Goole II,In planning,measle_grey,
50.04611111,-5.198888889,Goonhilly Repowering,Operational,small_red,12
58.10916667,-3.936388889,Gordonbush,Under construction,small_blue,
57.44416667,-2.478333333,Gordonstown Hill,Consented,measle_turquoise,
54.54444444,-7.026111111,Gortfinbar,Consented,measle_turquoise,
57.65722222,-1.965277778,Gowanfold,In planning,measle_grey,
51.72861111,-2.616388889,Great Dunkilns Farm,Consented,measle_turquoise,
54.83305556,-1.429444444,Great Eppleton repowering,Operational,small_red,7.82
54.86694444,-3.075277778,Great Orton II,Operational,small_red,3.96
51.17888889,-4.115833333,Great Shelfin Farm (BT),In planning,measle_grey,
51.93333333,1.883333333,Greater Gabbard,Under construction,small_blue,
56.24888889,-3.666944444,Green Knowes,Operational,small_red,27
51.41805556,-0.983888889,Green Park,Operational,small_red,2
55.13222222,-2.151111111,Green Rigg,Under construction,small_blue,
55.90833333,-3.901944444,Greendykeside Wind Farm,Operational,small_red,4
57.57083333,-2.2575,Greenhill Croft,Consented,measle_turquoise,
57.20777778,-2.4275,Greenmoss,In planning,measle_grey,
52.51944444,-2.22E-03,Greenvale AP (potato packing),Consented,measle_turquoise,
56.5525,-3.782777778,Griffin,Under construction,small_blue,
54.74388889,-2.900277778,Grise,In planning,measle_grey,
54.64888889,-7.701111111,Gronan,In planning,measle_grey,
55.02555556,-6.249444444,Gruig,Operational,small_red,25
51.73055556,1.213888889,Gunfleet Sands I,Operational,small_red,108
51.71666667,1.213888889,Gunfleet Sands II,Operational,small_red,64.8
53.43333333,-3.633333333,Gwynt y Mor,Under construction,small_blue,
53.67388889,-1.086111111,H & H Pollington,In planning,measle_grey,
55.24583333,-4.723055556,"Hadyard Hill, Barr",Operational,small_red,130
52.88361111,-3.588333333,Hafoty Ucha 1,Operational,small_red,0.6
52.90027778,-3.588333333,Hafoty Ucha 2 extension,Operational,small_red,1.7
52.90027778,-4.388333333,Hafoty Ucha 3 extension,Operational,small_red,0.85
55.55055556,-3.918333333,Hagshaw Hill,Operational,small_red,15.6
55.55611111,-3.900833333,Hagshaw Hill Extension,Operational,small_red,26
53.87361111,-0.360833333,Hall Farm,Under construction,small_blue,
58.43333333,-3.406111111,Halsary,In planning,measle_grey,
53.78861111,-2.160833333,Hameldon Hill Ext,Consented,measle_turquoise,
59.09472222,-3.075277778,Hammars Hill,Operational,small_red,4.5
53.58,-1.234166667,Hampole,Consented,measle_turquoise,
55.35166667,-4.117777778,Hare Hill,Operational,small_red,13
54.7625,-1.416388889,Hare Hill (3Hs),Operational,small_red,5.08
55.34777778,-4.129722222,Hare Hill Extension,In planning,measle_grey,
55.73638889,-4.428888889,Harelaw Renewable Energy Park,In planning,measle_grey,
55.22111111,-3.573611111,Harestanes/Forest of Ae,Consented,measle_turquoise,
54.21888889,-3.157777778,Harlock Hill,Operational,small_red,2.5
52.44694444,1.715833333,Harrod UK Ltd,Consented,measle_turquoise,
55.75361111,-3.524444444,Harrows Law resubmission,In planning,measle_grey,
54.77527778,-1.456111111,Haswell Moor,Operational,small_red,10
54.20083333,-3.329166667,Haverigg II,Operational,small_red,2.4
54.20083333,-3.329166667,Haverigg III,Operational,small_red,3.4
53.53361111,-1.729166667,Hazlehead,Operational,small_red,6
52.35638889,-0.0075,Heath Farm,In planning,measle_grey,
52.99527778,-0.210555556,Heckington Fen,In planning,measle_grey,
54.85,-3.345833333,Hellrigg Re-submission,Under construction,small_blue,
56.91166667,-2.445555556,Herscha Hill,Operational,small_red,0.8
50.49611111,-4.389722222,High Down,Consented,measle_turquoise,
54.78416667,-1.447777778,High Haswell,Operational,small_red,4
54.76,-1.780833333,High Hedleyhope,Operational,small_red,2.25
54.76472222,-1.768333333,High Hedleyhope 2,Operational,small_red,5.2
54.46416667,-3.518333333,High Thorny,In planning,measle_grey,
54.69944444,-1.291388889,High Volts (3Hs),Operational,small_red,7.83
50.96888889,-4.123333333,Higher Darracott,Operational,small_red,2.55
57.47305556,-2.238611111,Hill of Balquhindachy,Operational,small_red,0.85
57.47305556,-2.238611111,Hill of Balquhindachy (Extension),Operational,small_red,1.7
57.40472222,-2.429444444,Hill of Burns,Operational,small_red,0.8
57.37694444,-2.3975,Hill of Eastertown (Mackies),Operational,small_red,2.55
57.31722222,-2.238333333,Hill of Fechel,In planning,measle_grey,
57.31555556,-2.114444444,Hill of Fiddes,Operational,small_red,6.9
55.04444444,-4.613055556,Hill of Ochiltree,In planning,measle_grey,
58.58138889,-3.145277778,Hill of Stroupster,Consented,measle_turquoise,
57.48666667,-3.0275,Hill of Towie (formerly Drummuir),Under construction,small_blue,
56.94166667,-2.2875,Hillhead of Auquhirie re-submission,Consented,measle_turquoise,
57.37694444,-2.354166667,Hillhead of Tullo,Consented,measle_turquoise,
52.40472222,-3.434722222,Hirddywell,In planning,measle_grey,
51.73861111,-3.721111111,Hirfynydd,In planning,measle_grey,
51.395,0.850833333,HMP Standford Hill,Consented,measle_turquoise,
53.10888889,-0.942222222,Hockerton Community Turbine,Operational,small_red,0.225
52.84083333,9.33E-02,Holbeach Marsh,In planning,measle_grey,
57.59888889,-2.481666667,Holm and Hollymill,In planning,measle_grey,
54.83833333,-1.676388889,Holmside Hall (3Hs),Operational,small_red,5.08
59.07583333,-3.188055556,Holodyke,Operational,small_red,0.9
53.80861111,-1.330277778,Hook Moor,Consented,measle_turquoise,
58.32333333,-6.700277778,Horshader,Consented,measle_turquoise,
57.61722222,-2.040833333,House O Hill,Operational,small_red,2.4
59.05527778,-2.845555556,Howe,Consented,measle_turquoise,
53.74361111,-0.238055556,Hull Waste Water Treatment Works,Operational,small_red,1.3
53.64,0.270277778,Humber Gateway,Consented,measle_turquoise,
54.45027778,-7.306944444,Hunters Hill,Operational,small_red,20
53.71361111,-2.377222222,Hyndburn,Consented,measle_turquoise,
54.56527778,-6.979722222,Inishative,Consented,measle_turquoise,
52.88611111,0.703611111,Jacks Lane,In planning,measle_grey,
54.78611111,-1.383333333,Junction House Farm,In planning,measle_grey,
53.59611111,-0.739722222,Keadby,Consented,measle_turquoise,
55.76083333,-4.798611111,Kelburn,Under construction,small_blue,
52.39944444,0.951666667,Kelmarsh,Consented,measle_turquoise,
51.45,1.136111111,Kentish Flats,Operational,small_red,90
52.41583333,1.698333333,Kessingland,Operational,small_red,4.1
58.04777778,-4.127777778,Kilbraur (Strathbrora),Operational,small_red,47.5
58.04777778,-4.127777778,Kilbraur extension,Operational,small_red,20
57.27333333,-2.968333333,Kildrummy,Consented,measle_turquoise,
54.89333333,-1.9375,Kiln Pit Hill,Under construction,small_blue,
55.92055556,-2.380555556,Kinegar Quarry,In planning,measle_grey,
59.15194444,-3.021111111,Kingarly,Consented,measle_turquoise,
52.725,-2.276388889,Kings Street,In planning,measle_grey,
53.28777778,-3.195833333,Kingspan,In planning,measle_grey,
53.99944444,-0.526111111,Kirkburn Grange,In planning,measle_grey,
54.24611111,-3.152222222,Kirkby Moor,Operational,small_red,4.8
55.08277778,-1.990555556,Kirkheaton,Operational,small_red,1.8
53.995,-1.643055556,"Knabs Ridge, Felliscliffe",Operational,small_red,16
54.33527778,-2.638333333,Lambrigg,Operational,small_red,6.5
54.60888889,-1.445833333,Lambs Hill,Consented,measle_turquoise,
54.72027778,-2.935277778,Lamonby,In planning,measle_grey,
54.01027778,-2.786944444,Lancaster University,In planning,measle_grey,
51.62027778,-3.895277778,Land at Bay Wastewater Treatment Works,In planning,measle_grey,
57.41361111,-2.782222222,Land at Duncanstown,In planning,measle_grey,
57.65833333,-2.375833333,Land at Easter Melrose,In planning,measle_grey,
57.51944444,-1.767777778,Land at Keith Inch and Green Hill,In planning,measle_grey,
57.58527778,-1.900555556,Land at Overside and Greenwellheads Farms,Consented,measle_turquoise,
57.29027778,-2.280277778,Land at Shielbog,In planning,measle_grey,
56.82777778,-2.522222222,Land to North Eastof Brigton Farm,In planning,measle_grey,
56.81972222,-2.426944444,Land to South West of Smiddyhill Farm,Consented,measle_turquoise,
55.47277778,-2.941111111,Langhope Rig,Consented,measle_turquoise,
54.795,-1.667222222,Langley Park/Long Edge,Operational,small_red,8
58.28861111,-3.425277778,Latheronwheel,In planning,measle_grey,
54.43666667,-7.345,Lendrums Bridge Phase I,Operational,small_red,5.94
54.43666667,-7.345,Lendrums Bridge Phase II,Operational,small_red,7.3
56.52888889,-2.931111111,Leyshade Farm,In planning,measle_grey,
58.54166667,-3.590833333,Lieurary Hill Resubmission,In planning,measle_grey,
52.38638889,-1.1625,Lilibourne Wind Farm,In planning,measle_grey,
53.23611111,0.128333333,Lincolnshire Poacher,Consented,measle_turquoise,
53.18333333,0.483333333,Lincs,Under construction,small_blue,
53.11611111,-1.146666667,Lindhurst Wind Farm,Operational,small_red,9
57.42166667,-7.361111111,Liniclate Wind Farm,Operational,small_red,0.9
54.73111111,-5.923333333,Lisglass,Consented,measle_turquoise,
54.00972222,-0.254166667,Lissett Airfield,Operational,small_red,30
57.63972222,-2.611388889,Little Blairshinnoch,In planning,measle_grey,
50.9625,0.820277778,Little Cheyne Court,Operational,small_red,59.8
56.10944444,-3.303888889,Little Raith,Under construction,small_blue,
52.39694444,-3.331388889,Llanbadarn Fynydd,In planning,measle_grey,
52.6425,-3.563055556,Llanbrynmair,In planning,measle_grey,
52.43638889,-3.413611111,Llandinam P&amp;L,Operational,small_red,30.9
52.43638889,-3.413611111,Llandinam repowering,In planning,measle_grey,
52.30722222,-4.028611111,Llangwyryfon repowering,Operational,small_red,9.35
53.36333333,-4.449722222,Llyn Alaw,Operational,small_red,20.4
53.10027778,-3.508611111,Llyn Brenig,Consented,measle_turquoise,
51.64555556,-3.592222222,Llynfi Afan Renewable Energy Park,In planning,measle_grey,
53.11805556,-3.6525,Llys Dymper,In planning,measle_grey,
57.53944444,-2.200833333,Loanhead of Fedderate,In planning,measle_grey,
56.30666667,-3.430277778,Lochelbank,Operational,small_red,9.6
55.70472222,-3.946111111,Lochhead Farm,Operational,small_red,6.15
57.66888889,-4.81,Lochluichart,Under construction,small_blue,
57.67305556,-4.813888889,Lochluichart Ext,In planning,measle_grey,
53.75722222,-0.937777778,Loftsome Bridge Water Treatment Works,Operational,small_red,2.6
51.63333333,1.533333333,London Array I,Under construction,small_blue,
51.63333333,1.533333333,London Array II,Consented,measle_turquoise,
52.55944444,0.102222222,Long Hill Road,Operational,small_red,2
54.97138889,-6.436388889,Long Mountain,Consented,measle_turquoise,
55.67305556,-2.836388889,Long Park,Operational,small_red,38
53.31,-1.243611111,Loscar Farm,Operational,small_red,4.5
52.56416667,1.183611111,Lotus Cars Re-submission,In planning,measle_grey,
54.62694444,-7.605833333,Lough Hill Resubmission,Operational,small_red,7.8
52.49694444,-1.173611111,Low Spinney,Operational,small_red,8
54.59277778,-3.575833333,Lowca,Operational,small_red,4.62
57.64694444,-2.346666667,Lower Cushnie,In planning,measle_grey,
53.76805556,-1.9325,Lower Hazel Hurst Farm,In planning,measle_grey,
51.67972222,-2.274722222,Lynch Knoll,Operational,small_red,0.5
55.20388889,-1.560833333,Lynemouth,Under construction,small_blue,
53.1275,0.436111111,Lynn &amp; Inner Dowsing,Operational,small_red,194.4
52.34388889,-1.1575,M1 J18 Wind Turbines,In planning,measle_grey,
53.32111111,0.2325,Mablethorpe,Operational,small_red,1.2
51.76361111,-3.650277778,Maesgwyn,Operational,small_red,26
57.39805556,-2.141111111,Mains of Auchreddie,In planning,measle_grey,
57.52361111,-3.056111111,Mains of Bodinfinnoch,In planning,measle_grey,
57.31,-2.245555556,Mains of Bogfechel,Consented,measle_turquoise,
57.46972222,-2.508888889,Mains of Hatton,Under construction,small_blue,
52.57166667,0.120555556,March Sewage Works,Consented,measle_turquoise,
54.99361111,-4.9325,Mark Hill,Operational,small_red,56
53.53305556,-1.239722222,Marr,Under construction,small_blue,
43.26944444,42.52138889,Mars Complimentary Petcare,Consented,measle_turquoise,
